"ref","article_id","study_id","participant_id","effect_id","effect_size","outlier","cooks","cooks_flag","intrcpt","intrcpt.1","hatvalues","hat_flag"
"malle2024_s2.4",16,29,51,133,0.0450314586193227,"",0.00100925357345963,"",0.0316040787048259,"",0.0114895129189638,"TRUE"
"malle2024_s2.4",16,29,52,134,-0.162560611809695,"",0.00107350936555851,"",-0.0325678841294301,"",0.0120968639218574,"TRUE"
"malle2024_s2.4",16,29,53,135,0.067056748679063,"",0.00158575944865882,"",0.0396220393398675,"",0.0118446693724215,"TRUE"
"malle2024_s4.1",16,30,54,136,0.0252946508112949,"",0.000955553438386205,"",0.0307155308827981,"",0.013794046344843,"TRUE"
"malle2024_s4.3",16,31,55,137,-0.0296019049236349,"",0.000109263354932115,"",0.0103813728578297,"",0.0135587981682176,"TRUE"
"maninger2022_s2",17,32,56,138,-0.476520727236617,"TRUE",0.000247953283474871,"",-0.0157482589960872,"",0.00155301007001932,""
"maninger2022_s2",17,32,56,139,-0.0487580010250774,"",3.82042635629433e-06,"",0.00195450546250777,"",0.000962655383009836,""
"maninger2022_s2",17,32,56,140,0.0198056865596079,"",0.00274953893912742,"",0.0523053644842341,"",0.00743482133754555,""
"maninger2022_s2",17,32,56,141,-0.246584970756451,"",0.000529702860381629,"",-0.0230159520991102,"",0.00488747545464586,""
"mayer2023_s1",18,33,57,142,-0.66997349454213,"TRUE",0.0405497609605257,"",-0.204496978741176,"",0.013517193468001,"TRUE"
"mayer2023_s2",18,34,58,143,-0.474519148851665,"TRUE",0.0218876076575611,"",-0.14847281798552,"",0.0142390047075959,"TRUE"
"meder2019_s1",19,35,59,144,0.290587916158496,"TRUE",0.0195768310701424,"",0.140327746950255,"",0.0144482483308798,"TRUE"
"shank2019_s1",20,36,60,145,0.248152600575934,"",0.00870449639162496,"",0.0932162616456261,"",0.0111873035013115,"TRUE"
"soares2023_s1",21,37,61,146,0.113397546214017,"",0.000273275872972651,"",0.0165344862982672,"",0.00364022283052949,""
"soares2023_s1",21,37,61,147,0.113397546214017,"",0.000273275872972651,"",0.0165344862982672,"",0.00364022283052951,""
"soares2023_s1",21,37,62,148,0.00799898365013869,"",1.05623233423331e-05,"",0.00324992989786878,"",0.00363574581337058,""
"soares2023_s1",21,37,62,149,0.00799898365013869,"",1.05623233423331e-05,"",0.00324992989786878,"",0.00363574581337058,""
"soares2023_s1",21,37,61,150,-0.146313095914495,"",0.000266807037117444,"",-0.0163238483171191,"",0.0036495651840956,""
"soares2023_s1",21,37,61,151,-0.146313095914495,"",0.000266807037117444,"",-0.0163238483171191,"",0.0036495651840956,""
"soares2023_s1",21,37,62,152,-0.0402525272715393,"",8.043369129106e-06,"",-0.00283560136390426,"",0.00363503938828894,""
"soares2023_s1",21,37,62,153,-0.0402525272715393,"",8.043369129106e-06,"",-0.00283560136390426,"",0.00363503938828896,""
"sundvall2023_s1",22,38,63,154,-0.282557020351399,"",0.000197722603806534,"",-0.0140666444263513,"",0.0047234021273632,""
"sundvall2023_s1",22,38,63,155,-0.186517606645331,"",6.48320127685285e-06,"",0.00254533027236164,"",0.00474977463939047,""
"sundvall2023_s1",22,38,63,156,-0.162093207139271,"",4.59127006684088e-05,"",0.0067719649165685,"",0.00475479230178028,""
"sundvall2023_s2.1",22,39,64,157,-0.105110334298618,"",7.57035188513936e-07,"",0.000870049954519816,"",0.000615580171688909,""
"sundvall2023_s2.1",22,39,64,158,-0.10783366434821,"",7.19405505482877e-07,"",0.000848151211173303,"",0.000631552962421504,""
"sundvall2023_s2.1",22,39,64,159,-0.105110334298618,"",7.57034977512974e-07,"",0.000870049833116754,"",0.000615580171688899,""
"sundvall2023_s2.1",22,39,64,160,-0.10783366434821,"",7.1940498852428e-07,"",0.000848150906061745,"",0.000631552962421516,""
"sundvall2023_s2.1",22,39,64,161,-0.105110334298618,"",7.57034343618274e-07,"",0.000870049468394351,"",0.000615580171688925,""
"sundvall2023_s2.1",22,39,64,162,-0.10783366434821,"",7.19447467232612e-07,"",0.000848175976842663,"",0.000631552962421514,""
"sundvall2023_s2.1",22,39,64,163,-0.105110334298618,"",7.57035092990363e-07,"",0.00087004989955867,"",0.000615580171688922,""
"sundvall2023_s2.1",22,39,64,164,-0.10783366434821,"",7.19447467232612e-07,"",0.000848175976842663,"",0.000631552962421514,""
"sundvall2023_s2.1",22,39,64,165,-0.0411956947591293,"",3.65071569577728e-06,"",0.00191055910507951,"",0.000616297878863788,""
"sundvall2023_s2.1",22,39,64,166,-0.270490312626059,"",3.43950949756229e-06,"",-0.00185468641945681,"",0.000626741673643253,""
"sundvall2023_s2.1",22,39,64,167,-0.0411956947591293,"",3.65071569577865e-06,"",0.00191055910507987,"",0.000616297878863783,""
"sundvall2023_s2.1",22,39,64,168,-0.270490312626059,"",3.4395093302054e-06,"",-0.00185468637445617,"",0.000626741673643252,""
"sundvall2023_s2.1",22,39,64,169,-0.0411956947591293,"",3.65052259160678e-06,"",0.00191050843522686,"",0.00061629787886378,""
"sundvall2023_s2.1",22,39,64,170,-0.270490312626059,"",3.43950780993043e-06,"",-0.00185468596566968,"",0.000626741673643252,""
"sundvall2023_s2.1",22,39,64,171,-0.0411956947591293,"",3.65068062619449e-06,"",0.00191054990304385,"",0.000616297878863781,""
"sundvall2023_s2.1",22,39,64,172,-0.270490312626059,"",3.43950780993043e-06,"",-0.00185468596566968,"",0.000626741673643245,""
"sundvall2023_s2.1",22,39,64,173,-0.158572317388986,"",1.02024737543134e-12,"",1.01006843819707e-06,"",0.00061450136527075,""
"sundvall2023_s2.1",22,39,64,174,-0.27417192194961,"",3.66791874889555e-06,"",-0.00191528255319768,"",0.000626586126620808,""
"sundvall2023_s2.1",22,39,64,175,-0.158572317388986,"",1.02026825773996e-12,"",1.01007877514296e-06,"",0.000614501365270747,""
"sundvall2023_s2.1",22,39,64,176,-0.27417192194961,"",3.6677582378337e-06,"",-0.00191524076199008,"",0.000626586126620818,""
"sundvall2023_s2.1",22,39,64,177,-0.158572317388986,"",1.02026825846563e-12,"",1.01007877550217e-06,"",0.000614501365270751,""
"sundvall2023_s2.1",22,39,64,178,-0.27417192194961,"",3.6679178632556e-06,"",-0.00191528232261199,"",0.00062658612662081,""
"sundvall2023_s2.1",22,39,64,179,-0.158572317388986,"",1.03516395199767e-12,"",1.01742553293056e-06,"",0.000614501365270758,""
"sundvall2023_s2.1",22,39,64,180,-0.27417192194961,"",3.66791786325423e-06,"",-0.00191528232261163,"",0.000626586126620802,""
"sundvall2023_s2.2",22,40,65,181,-0.528983095651776,"TRUE",3.31605985914611e-05,"",-0.00575968066397197,"",0.000619868968858345,""
"sundvall2023_s2.2",22,40,65,182,-0.507869723634273,"TRUE",2.76793450163657e-05,"",-0.00526208845393252,"",0.000603205169512649,""
"sundvall2023_s2.2",22,40,65,183,-0.528983095651776,"TRUE",3.31605985914487e-05,"",-0.0057596806639709,"",0.000619868968858351,""
"sundvall2023_s2.2",22,40,65,184,-0.507869723634273,"TRUE",2.76794434615448e-05,"",-0.00526209774006684,"",0.000603205169512659,""
"sundvall2023_s2.2",22,40,65,185,-0.528983095651776,"TRUE",3.31606523343823e-05,"",-0.00575968529224098,"",0.00061986896885836,""
"sundvall2023_s2.2",22,40,65,186,-0.507869723634273,"TRUE",2.76793942848793e-05,"",-0.00526209310133363,"",0.000603205169512653,""
"sundvall2023_s2.2",22,40,65,187,-0.528983095651776,"TRUE",3.31606523419738e-05,"",-0.00575968529289439,"",0.000619868968858339,""
"sundvall2023_s2.2",22,40,65,188,-0.507869723634273,"TRUE",2.76794434733828e-05,"",-0.00526209774118335,"",0.000603205169512648,""
"sundvall2023_s2.2",22,40,65,189,0.14856608280973,"",2.98314050458714e-05,"",0.00546055540563476,"",0.000639775924484445,""
"sundvall2023_s2.2",22,40,65,190,0.0690495853800072,"",1.60771755144277e-05,"",0.00400896744316082,"",0.00062223322023244,""
"sundvall2023_s2.2",22,40,65,191,0.14856608280973,"",2.9831455917428e-05,"",0.00546056009834352,"",0.000639775924484445,""
"sundvall2023_s2.2",22,40,65,192,0.0690495853800072,"",1.60771384488573e-05,"",0.00400896279506148,"",0.00062223322023244,""
"sundvall2023_s2.2",22,40,65,193,0.14856608280973,"",2.98315576093901e-05,"",0.00546056947903118,"",0.000639775924484468,""
"sundvall2023_s2.2",22,40,65,194,0.0690495853800072,"",1.60771755210733e-05,"",0.00400896744399434,"",0.000622233220232428,""
"sundvall2023_s2.2",22,40,65,195,0.14856608280973,"",2.98315576093901e-05,"",0.00546056947903118,"",0.000639775924484463,""
"sundvall2023_s2.2",22,40,65,196,0.0690495853800072,"",1.60771384488458e-05,"",0.00400896279506005,"",0.00062223322023244,""
"sundvall2023_s2.2",22,40,65,197,-0.0847305925824759,"",2.38983125139432e-06,"",0.00154580860257165,"",0.000640965273855859,""
